disease	category	color	DiseaseName
R00	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormalities of heart beat
R01	Symptoms, signs and abnormal laboratory findings	#58574B	Cardiac murmurs and other cardiac sounds
R02	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R03	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal blood-pressure reading, without diagnosis
R04	Symptoms, signs and abnormal laboratory findings	#58574B	Hemorrhage from respiratory passages
R05	Symptoms, signs and abnormal laboratory findings	#58574B	Cough
R06	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormalities of breathing
R07	Symptoms, signs and abnormal laboratory findings	#58574B	Pain in throat and chest
R08	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R09	Symptoms, signs and abnormal laboratory findings	#58574B	Oth symptoms and signs involving the circ and resp sys
R10	Symptoms, signs and abnormal laboratory findings	#58574B	Abdominal and pelvic pain
R11	Symptoms, signs and abnormal laboratory findings	#58574B	Nausea and vomiting
R12	Symptoms, signs and abnormal laboratory findings	#58574B	Heartburn
R13	Symptoms, signs and abnormal laboratory findings	#58574B	Aphagia and dysphagia
R14	Symptoms, signs and abnormal laboratory findings	#58574B	Flatulence and related conditions
R15	Symptoms, signs and abnormal laboratory findings	#58574B	Fecal incontinence
R16	Symptoms, signs and abnormal laboratory findings	#58574B	Hepatomegaly and splenomegaly, not elsewhere classified
R17	Symptoms, signs and abnormal laboratory findings	#58574B	Unspecified jaundice
R18	Symptoms, signs and abnormal laboratory findings	#58574B	Ascites
R19	Symptoms, signs and abnormal laboratory findings	#58574B	Oth symptoms and signs involving the dgstv sys and abdomen
R20	Symptoms, signs and abnormal laboratory findings	#58574B	Disturbances of skin sensation
R21	Symptoms, signs and abnormal laboratory findings	#58574B	Rash and other nonspecific skin eruption
R22	Symptoms, signs and abnormal laboratory findings	#58574B	Localized swelling, mass and lump of skin, subcu
R23	Symptoms, signs and abnormal laboratory findings	#58574B	Other skin changes
R24	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R25	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal involuntary movements
R26	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormalities of gait and mobility
R27	Symptoms, signs and abnormal laboratory findings	#58574B	Other lack of coordination
R28	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R29	Symptoms, signs and abnormal laboratory findings	#58574B	Oth symptoms and signs involving the nervous and ms systems
R30	Symptoms, signs and abnormal laboratory findings	#58574B	Pain associated with micturition
R31	Symptoms, signs and abnormal laboratory findings	#58574B	Hematuria
R32	Symptoms, signs and abnormal laboratory findings	#58574B	Unspecified urinary incontinence
R33	Symptoms, signs and abnormal laboratory findings	#58574B	Retention of urine
R34	Symptoms, signs and abnormal laboratory findings	#58574B	Anuria and oliguria
R35	Symptoms, signs and abnormal laboratory findings	#58574B	Polyuria
R36	Symptoms, signs and abnormal laboratory findings	#58574B	Urethral discharge
R37	Symptoms, signs and abnormal laboratory findings	#58574B	Sexual dysfunction, unspecified
R38	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R39	Symptoms, signs and abnormal laboratory findings	#58574B	Oth and unsp symptoms and signs involving the GU sys
R40	Symptoms, signs and abnormal laboratory findings	#58574B	Somnolence, stupor and coma
R41	Symptoms, signs and abnormal laboratory findings	#58574B	Oth symptoms and signs w cognitive functions and awareness
R42	Symptoms, signs and abnormal laboratory findings	#58574B	Dizziness and giddiness
R43	Symptoms, signs and abnormal laboratory findings	#58574B	Disturbances of smell and taste
R44	Symptoms, signs and abnormal laboratory findings	#58574B	Oth symptoms and signs w general sensations and perceptions
R45	Symptoms, signs and abnormal laboratory findings	#58574B	Symptoms and signs involving emotional state
R46	Symptoms, signs and abnormal laboratory findings	#58574B	Symptoms and signs involving appearance and behavior
R47	Symptoms, signs and abnormal laboratory findings	#58574B	Speech disturbances, not elsewhere classified
R48	Symptoms, signs and abnormal laboratory findings	#58574B	Dyslexia and oth symbolic dysfunctions, NEC
R49	Symptoms, signs and abnormal laboratory findings	#58574B	Voice and resonance disorders
R50	Symptoms, signs and abnormal laboratory findings	#58574B	Fever of other and unknown origin
R51	Symptoms, signs and abnormal laboratory findings	#58574B	Headache
R52	Symptoms, signs and abnormal laboratory findings	#58574B	Pain, unspecified
R53	Symptoms, signs and abnormal laboratory findings	#58574B	Malaise and fatigue
R54	Symptoms, signs and abnormal laboratory findings	#58574B	Age-related physical debility
R55	Symptoms, signs and abnormal laboratory findings	#58574B	Syncope and collapse
R56	Symptoms, signs and abnormal laboratory findings	#58574B	Convulsions, not elsewhere classified
R57	Symptoms, signs and abnormal laboratory findings	#58574B	Shock, not elsewhere classified
R58	Symptoms, signs and abnormal laboratory findings	#58574B	Hemorrhage, not elsewhere classified
R59	Symptoms, signs and abnormal laboratory findings	#58574B	Enlarged lymph nodes
R60	Symptoms, signs and abnormal laboratory findings	#58574B	Edema, not elsewhere classified
R61	Symptoms, signs and abnormal laboratory findings	#58574B	Generalized hyperhidrosis
R62	Symptoms, signs and abnormal laboratory findings	#58574B	Lack of expected normal physiol dev in childhood and adults
R63	Symptoms, signs and abnormal laboratory findings	#58574B	Symptoms and signs concerning food and fluid intake
R64	Symptoms, signs and abnormal laboratory findings	#58574B	Cachexia
R65	Symptoms, signs and abnormal laboratory findings	#58574B	Symp and signs specifically assoc w sys inflam and infct
R66	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R67	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R68	Symptoms, signs and abnormal laboratory findings	#58574B	Other general symptoms and signs
R69	Symptoms, signs and abnormal laboratory findings	#58574B	Illness, unspecified
R70	Symptoms, signs and abnormal laboratory findings	#58574B	Elev erythro sedim and abnormality of plasma viscosity
R71	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormality of red blood cells
R72	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R73	Symptoms, signs and abnormal laboratory findings	#58574B	Elevated blood glucose level
R74	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal serum enzyme levels
R75	Symptoms, signs and abnormal laboratory findings	#58574B	Inconclusive laboratory evidence of human immunodef virus
R76	Symptoms, signs and abnormal laboratory findings	#58574B	Other abnormal immunological findings in serum
R77	Symptoms, signs and abnormal laboratory findings	#58574B	Other abnormalities of plasma proteins
R78	Symptoms, signs and abnormal laboratory findings	#58574B	Find of drugs and oth substnc, not normally found in blood
R79	Symptoms, signs and abnormal laboratory findings	#58574B	Other abnormal findings of blood chemistry
R80	Symptoms, signs and abnormal laboratory findings	#58574B	Proteinuria
R81	Symptoms, signs and abnormal laboratory findings	#58574B	Glycosuria
R82	Symptoms, signs and abnormal laboratory findings	#58574B	Other and unspecified abnormal findings in urine
R83	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in cerebrospinal fluid
R84	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in specimens from resp org/thrx
R85	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in specimens from dgstv org/abd cav
R86	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in specimens from male genital organs
R87	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in specimens from female genital organs
R88	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in other body fluids and substances
R89	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings in specimens from oth org/tiss
R90	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings on diagnostic imaging of cnsl
R91	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings on diagnostic imaging of lung
R92	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal and inconclusive findings on dx imaging of breast
R93	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal findings on diagnostic imaging of body structures
R94	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal results of function studies
R95	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R96	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R97	Symptoms, signs and abnormal laboratory findings	#58574B	Abnormal tumor markers
R98	Symptoms, signs and abnormal laboratory findings	#58574B	NA
R99	Symptoms, signs and abnormal laboratory findings	#58574B	Ill-defined and unknown cause of mortality
S00	Injury, poisoning	#C5AB89	Superficial injury of head
S01	Injury, poisoning	#C5AB89	Open wound of head
S02	Injury, poisoning	#C5AB89	Fracture of skull and facial bones
S03	Injury, poisoning	#C5AB89	Dislocation and sprain of joints and ligaments of head
S04	Injury, poisoning	#C5AB89	Injury of cranial nerve
S05	Injury, poisoning	#C5AB89	Injury of eye and orbit
S06	Injury, poisoning	#C5AB89	Intracranial injury
S07	Injury, poisoning	#C5AB89	Crushing injury of head
S08	Injury, poisoning	#C5AB89	Avulsion and traumatic amputation of part of head
S09	Injury, poisoning	#C5AB89	Other and unspecified injuries of head
S10	Injury, poisoning	#C5AB89	Superficial injury of neck
S11	Injury, poisoning	#C5AB89	Open wound of neck
S12	Injury, poisoning	#C5AB89	Fracture of cervical vertebra and other parts of neck
S13	Injury, poisoning	#C5AB89	Dislocation and sprain of joints and ligaments at neck level Dislocation and sprain of joints and ligaments at neck level
S14	Injury, poisoning	#C5AB89	Injury of nerves and spinal cord at neck level
S15	Injury, poisoning	#C5AB89	Injury of blood vessels at neck level
S16	Injury, poisoning	#C5AB89	Injury of muscle, fascia and tendon at neck level
S17	Injury, poisoning	#C5AB89	Crushing injury of neck
S18	Injury, poisoning	#C5AB89	NA
S19	Injury, poisoning	#C5AB89	Other specified and unspecified injuries of neck
S20	Injury, poisoning	#C5AB89	Superficial injury of thorax
S21	Injury, poisoning	#C5AB89	Open wound of thorax
S22	Injury, poisoning	#C5AB89	Fracture of rib(s), sternum and thoracic spine
S23	Injury, poisoning	#C5AB89	Dislocation and sprain of joints and ligaments of thorax
S24	Injury, poisoning	#C5AB89	Injury of nerves and spinal cord at thorax level
S25	Injury, poisoning	#C5AB89	Injury of blood vessels of thorax
S26	Injury, poisoning	#C5AB89	Injury of heart
S27	Injury, poisoning	#C5AB89	Injury of other and unspecified intrathoracic organs
S28	Injury, poisoning	#C5AB89	Crushing inj thorax, and traumatic amp of part of thorax
S29	Injury, poisoning	#C5AB89	Other and unspecified injuries of thorax
S30	Injury, poisoning	#C5AB89	Superfic inj abdomen, low back, pelvis and external genitals Superficial injury of abdomen, lower back, pelvis and external genitals
S31	Injury, poisoning	#C5AB89	Opn wnd abdomen, lower back, pelvis and external genitals
S32	Injury, poisoning	#C5AB89	Fracture of lumbar spine and pelvis
S33	Injury, poisoning	#C5AB89	Disloc & sprain of joints & ligaments of lumbar spin & pelv
S34	Injury, poisoning	#C5AB89	Inj lower spinl cord and nrv at abd, low back and pelv level Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level
S35	Injury, poisoning	#C5AB89	Inj blood vessels at abdomen, low back and pelvis level
S36	Injury, poisoning	#C5AB89	Injury of intra-abdominal organs
S37	Injury, poisoning	#C5AB89	Injury of urinary and pelvic organs
S38	Injury, poisoning	#C5AB89	Crush inj & traum amp of abd,low back, pelv & extrn genitals Crushing injury and traumatic amputation of abdomen, lower back, pelvis and external genitals
S39	Injury, poisoning	#C5AB89	Oth & unsp injuries of abd, low back, pelv & extrn genitals
S40	Injury, poisoning	#C5AB89	Superficial injury of shoulder and upper arm
S41	Injury, poisoning	#C5AB89	Open wound of shoulder and upper arm
S42	Injury, poisoning	#C5AB89	Fracture of shoulder and upper arm
S43	Injury, poisoning	#C5AB89	Disloc and sprain of joints and ligaments of shoulder girdle Dislocation and sprain of joints and ligaments of shoulder girdle
S44	Injury, poisoning	#C5AB89	Injury of nerves at shoulder and upper arm level
S45	Injury, poisoning	#C5AB89	Injury of blood vessels at shoulder and upper arm level
S46	Injury, poisoning	#C5AB89	Injury of muscle, fascia and tendon at shldr/up arm
S47	Injury, poisoning	#C5AB89	Crushing injury of shoulder and upper arm
S48	Injury, poisoning	#C5AB89	Traumatic amputation of shoulder and upper arm
S49	Injury, poisoning	#C5AB89	Other and unspecified injuries of shoulder and upper arm
S50	Injury, poisoning	#C5AB89	Superficial injury of elbow and forearm
S51	Injury, poisoning	#C5AB89	Open wound of elbow and forearm
S52	Injury, poisoning	#C5AB89	Fracture of forearm
S53	Injury, poisoning	#C5AB89	Dislocation and sprain of joints and ligaments of elbow
S54	Injury, poisoning	#C5AB89	Injury of nerves at forearm level
S55	Injury, poisoning	#C5AB89	Injury of blood vessels at forearm level
S56	Injury, poisoning	#C5AB89	Injury of muscle, fascia and tendon at forearm level
S57	Injury, poisoning	#C5AB89	Crushing injury of elbow and forearm
S58	Injury, poisoning	#C5AB89	Traumatic amputation of elbow and forearm
S59	Injury, poisoning	#C5AB89	Other and unspecified injuries of elbow and forearm
S60	Injury, poisoning	#C5AB89	Superficial injury of wrist, hand and fingers
S61	Injury, poisoning	#C5AB89	Open wound of wrist, hand and fingers
S62	Injury, poisoning	#C5AB89	Fracture at wrist and hand level
S63	Injury, poisoning	#C5AB89	Dislocation and sprain of joints and ligaments at wrs/hnd lv Dislocation and sprain of joints and ligaments at wrist and hand level
S64	Injury, poisoning	#C5AB89	Injury of nerves at wrist and hand level
S65	Injury, poisoning	#C5AB89	Injury of blood vessels at wrist and hand level
S66	Injury, poisoning	#C5AB89	Injury of muscle, fascia and tendon at wrist and hand level
S67	Injury, poisoning	#C5AB89	Crushing injury of wrist, hand and fingers
S68	Injury, poisoning	#C5AB89	Traumatic amputation of wrist, hand and fingers
S69	Injury, poisoning	#C5AB89	Other and unspecified injuries of wrist, hand and finger(s)
S70	Injury, poisoning	#C5AB89	Superficial injury of hip and thigh
S71	Injury, poisoning	#C5AB89	Open wound of hip and thigh
S72	Injury, poisoning	#C5AB89	Fracture of femur
S73	Injury, poisoning	#C5AB89	Dislocation and sprain of joint and ligaments of hip
S74	Injury, poisoning	#C5AB89	Injury of nerves at hip and thigh level
S75	Injury, poisoning	#C5AB89	Injury of blood vessels at hip and thigh level
S76	Injury, poisoning	#C5AB89	Injury of muscle, fascia and tendon at hip and thigh level
S77	Injury, poisoning	#C5AB89	Crushing injury of hip and thigh
S78	Injury, poisoning	#C5AB89	Traumatic amputation of hip and thigh
S79	Injury, poisoning	#C5AB89	Other and unspecified injuries of hip and thigh
S80	Injury, poisoning	#C5AB89	Superficial injury of knee and lower leg
S81	Injury, poisoning	#C5AB89	Open wound of knee and lower leg
S82	Injury, poisoning	#C5AB89	Fracture of lower leg, including ankle
S83	Injury, poisoning	#C5AB89	Dislocation and sprain of joints and ligaments of knee
S84	Injury, poisoning	#C5AB89	Injury of nerves at lower leg level
S85	Injury, poisoning	#C5AB89	Injury of blood vessels at lower leg level
S86	Injury, poisoning	#C5AB89	Injury of muscle, fascia and tendon at lower leg level
S87	Injury, poisoning	#C5AB89	Crushing injury of lower leg
S88	Injury, poisoning	#C5AB89	Traumatic amputation of lower leg
S89	Injury, poisoning	#C5AB89	Other and unspecified injuries of lower leg
S90	Injury, poisoning	#C5AB89	Superficial injury of ankle, foot and toes
S91	Injury, poisoning	#C5AB89	Open wound of ankle, foot and toes
S92	Injury, poisoning	#C5AB89	Fracture of foot and toe, except ankle
S93	Injury, poisoning	#C5AB89	Disloc & sprain of joints & ligaments at ankl, ft & toe lev
S94	Injury, poisoning	#C5AB89	Injury of nerves at ankle and foot level
S95	Injury, poisoning	#C5AB89	Injury of blood vessels at ankle and foot level
S96	Injury, poisoning	#C5AB89	Injury of muscle and tendon at ankle and foot level
S97	Injury, poisoning	#C5AB89	Crushing injury of ankle and foot
S98	Injury, poisoning	#C5AB89	Traumatic amputation of ankle and foot
S99	Injury, poisoning	#C5AB89	Other and unspecified injuries of ankle and foot
T00	Injury, poisoning	#C5AB89	NA
T01	Injury, poisoning	#C5AB89	NA
T02	Injury, poisoning	#C5AB89	NA
T03	Injury, poisoning	#C5AB89	NA
T04	Injury, poisoning	#C5AB89	NA
T05	Injury, poisoning	#C5AB89	NA
T06	Injury, poisoning	#C5AB89	NA
T07	Injury, poisoning	#C5AB89	Unspecified multiple injuries
T08	Injury, poisoning	#C5AB89	NA
T09	Injury, poisoning	#C5AB89	NA
T10	Injury, poisoning	#C5AB89	NA
T11	Injury, poisoning	#C5AB89	NA
T12	Injury, poisoning	#C5AB89	NA
T13	Injury, poisoning	#C5AB89	NA
T14	Injury, poisoning	#C5AB89	Injury of unspecified body region
T15	Injury, poisoning	#C5AB89	Foreign body on external eye
T16	Injury, poisoning	#C5AB89	Foreign body in ear
T17	Injury, poisoning	#C5AB89	Foreign body in respiratory tract
T18	Injury, poisoning	#C5AB89	Foreign body in alimentary tract
T19	Injury, poisoning	#C5AB89	Foreign body in genitourinary tract
T20	Injury, poisoning	#C5AB89	Burn and corrosion of head, face, and neck
T21	Injury, poisoning	#C5AB89	Burn and corrosion of trunk
T22	Injury, poisoning	#C5AB89	Burn and corrosion of shldr/up lmb, except wrist and hand
T23	Injury, poisoning	#C5AB89	Burn and corrosion of wrist and hand
T24	Injury, poisoning	#C5AB89	Burn and corrosion of lower limb, except ankle and foot
T25	Injury, poisoning	#C5AB89	Burn and corrosion of ankle and foot
T26	Injury, poisoning	#C5AB89	Burn and corrosion confined to eye and adnexa
T27	Injury, poisoning	#C5AB89	Burn and corrosion of respiratory tract
T28	Injury, poisoning	#C5AB89	Burn and corrosion of other internal organs
T29	Injury, poisoning	#C5AB89	NA
T30	Injury, poisoning	#C5AB89	Burn and corrosion, body region unspecified
T31	Injury, poisoning	#C5AB89	Burns classified accord extent body involv
T32	Injury, poisoning	#C5AB89	Corrosions classified accord extent body involv
T33	Injury, poisoning	#C5AB89	Superficial frostbite
T34	Injury, poisoning	#C5AB89	Frostbite with tissue necrosis
T35	Injury, poisoning	#C5AB89	NA
T36	Injury, poisoning	#C5AB89	Systemic antibiotics
T37	Injury, poisoning	#C5AB89	Other systemic anti-infectives and antiparasitics
T38	Injury, poisoning	#C5AB89	Hormones and their synthetic substitutes and antag, NEC
T39	Injury, poisoning	#C5AB89	Nonopioid analgesics, antipyretics and antirheumatics
T40	Injury, poisoning	#C5AB89	Narcotics and psychodysleptics
T41	Injury, poisoning	#C5AB89	Anesthetics and therapeutic gases
T42	Injury, poisoning	#C5AB89	Antiepileptic, sedative- hypnotic and antiparkinsonism drugs Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs
T43	Injury, poisoning	#C5AB89	Psychotropic drugs, not elsewhere classified
T44	Injury, poisoning	#C5AB89	Drugs primarily affecting the autonomic nervous system
T45	Injury, poisoning	#C5AB89	Primarily systemic and hematological agents, NEC
T46	Injury, poisoning	#C5AB89	Agents primarily affecting the cardiovascular system
T47	Injury, poisoning	#C5AB89	Agents primarily affecting the gastrointestinal system
T48	Injury, poisoning	#C5AB89	Agents prim act on smooth and skeletal musc and the resp sys Poisoning by, adverse effect of and underdosing of agents primarily acting on smooth and skeletal muscles and the respiratory system
T49	Injury, poisoning	#C5AB89	Topical skin/eye/ENT/dental drugs
T50	Injury, poisoning	#C5AB89	Diuretics and oth and unsp drug/meds/biol subst
T51	Injury, poisoning	#C5AB89	Toxic effect of alcohol
T52	Injury, poisoning	#C5AB89	Toxic effect of organic solvents
T53	Injury, poisoning	#C5AB89	Toxic effect of halogen derivatives of aromat hydrocrb
T54	Injury, poisoning	#C5AB89	Toxic effect of corrosive substances
T55	Injury, poisoning	#C5AB89	Toxic effect of soaps and detergents
T56	Injury, poisoning	#C5AB89	Toxic effect of metals
T57	Injury, poisoning	#C5AB89	Toxic effect of other inorganic substances
T58	Injury, poisoning	#C5AB89	Toxic effect of carbon monoxide
T59	Injury, poisoning	#C5AB89	Toxic effect of other gases, fumes and vapors
T60	Injury, poisoning	#C5AB89	Toxic effect of pesticides
T61	Injury, poisoning	#C5AB89	Toxic effect of noxious substances eaten as seafood
T62	Injury, poisoning	#C5AB89	Toxic effect of other noxious substances eaten as food
T63	Injury, poisoning	#C5AB89	Toxic effect of contact with venomous animals and plants
T64	Injury, poisoning	#C5AB89	Toxic effect of aflatoxin and oth mycotoxin food contamnt
T65	Injury, poisoning	#C5AB89	Toxic effect of other and unspecified substances
T66	Injury, poisoning	#C5AB89	Radiation sickness, unspecified
T67	Injury, poisoning	#C5AB89	Effects of heat and light
T68	Injury, poisoning	#C5AB89	Hypothermia
T69	Injury, poisoning	#C5AB89	Other effects of reduced temperature
T70	Injury, poisoning	#C5AB89	Effects of air pressure and water pressure
T71	Injury, poisoning	#C5AB89	Asphyxiation
T72	Injury, poisoning	#C5AB89	NA
T73	Injury, poisoning	#C5AB89	Effects of other deprivation
T74	Injury, poisoning	#C5AB89	Adult and child abuse, neglect and oth maltreat, confirmed
T75	Injury, poisoning	#C5AB89	Other and unspecified effects of other external causes
T76	Injury, poisoning	#C5AB89	Adult and child abuse, neglect and oth maltreat, suspected
T77	Injury, poisoning	#C5AB89	NA
T78	Injury, poisoning	#C5AB89	Adverse effects, not elsewhere classified
T79	Injury, poisoning	#C5AB89	Certain early complications of trauma, NEC
T80	Injury, poisoning	#C5AB89	Comp following infusion, transfusion and theraputc injection Complications following infusion, transfusion and therapeutic injection
T81	Injury, poisoning	#C5AB89	Complications of procedures, not elsewhere classified
T82	Injury, poisoning	#C5AB89	Complications of cardiac and vascular prosth dev/grft
T83	Injury, poisoning	#C5AB89	Complications of genitourinary prosth dev/grft
T84	Injury, poisoning	#C5AB89	Complications of internal orthopedic prosth dev/grft
T85	Injury, poisoning	#C5AB89	Complications of internal prosth dev/grft
T86	Injury, poisoning	#C5AB89	Complications of transplanted organs and tissue
T87	Injury, poisoning	#C5AB89	Complications peculiar to reattachment and amputation
T88	Injury, poisoning	#C5AB89	Oth complications of surgical and medical care, NEC
T89	Injury, poisoning	#C5AB89	NA
T90	Injury, poisoning	#C5AB89	NA
T91	Injury, poisoning	#C5AB89	NA
T92	Injury, poisoning	#C5AB89	NA
T93	Injury, poisoning	#C5AB89	NA
T94	Injury, poisoning	#C5AB89	NA
T95	Injury, poisoning	#C5AB89	NA
T96	Injury, poisoning	#C5AB89	NA
T97	Injury, poisoning	#C5AB89	NA
T98	Injury, poisoning	#C5AB89	NA
